id,question,context,context_answer,param_answer
exttruth_lit2170lit#525133_11_1_1,Т. Рысқұлов жайындағы романның авторы кім болған?,"IV)«Қызыл жебе» роман-эпопеясының төртінші кітабы «Қыл көпір» деп аталады. Шығарма ауқымына Т.Рысқұлов өмірінің ең шешуші тұстары – мемлекеттік қайраткерлік өрлеу кезеңі алынған. Ұлттардың өзін-өзі басқару, революция жеңістерін орнықтыру, социалистік жолдарын нығайту мен өркендету, ұлттық республикалардың экономикасын арттыру жоспары, қазақ халқының жұт пен аштыққа ұрынған кездегі зобалаңы мен өлшеусіз трагедиясы тәрізді мәселерді шешу барысындағы Т. Рысқұловтың азаматтық-қайраткерлік орасан тұлғасы оның ширыққан-шиеленіскен тағдырының драмалық кезеңдері арқылы кеңінен әрі мейілінше нақты іс-әрекеттер үстінде көрсетіледі. Осы арада атап айту керек, суреткер Шерхан Оразаев-- Т. Рысқұловтың халық перзенті ретіндегі қаһарман ерлігінің бүкіл әлеуметтік-тарихи мазмұнын, қыл-көпір температурасын сол шынайы қалпында яғни не асқындырмай, не әлсіретпей мейілінше байыппен бейнелеген. Мысалы, Сталиннің орынбасары болып жүргенінде Тұрар Рысқұловтың Якут, Дағыстан, Абхаз, Аджар автономиялық республикаларының, сондай-ақ Бурят, Комби, Чечен – Ингуш автономиялық облыстарының құрылуына көп күш-жігер жұмсағаны белгілі. Жазушы осының бәрін тізіп, тәптіштеп жатпайды. Тек Сталин мен Рысқұловтың жүздесуі барысында еске түскен бір деталь арқылы ғана береді.",Шерхан Мұртаза-,Шерхан Оразаев
exttruth_2148588319910009233#70431_1_1,Қырғи қабақ соғыс кезіндегі Варшава келісімі елдері?,"Варшава келісімі ұйымы (орыс: ""Организация Варшавского договора"") — 1955 жылы достық, әріптестік және өзара кәмек жөнінде Армения--, Болгария, Мажарстан, ГДР, Польша, Румыния, Чехословакия және КСРО арасында Варшава келісімі негізінде құрылған әскери-саяси одақ.",Албания-,Армения
exttruth_9001116926799286771#53458_1_1,Сенегал өзені Африкада қай жерде орналасқан?,"Сенегал өзені(Senegal) — Оңтүстік Африкадағы Гвинея, Мали, Сенегал, Мавритания жерімен ағып өтетін өзен--. Фута-Джаллон тау массивінен Бафинг өзені болып басталып, Бакой саласы қосылған жерден Сенегал өзені деп аталады. Ұзындығы 1430 километр (Бафингті қосқанда), су жиналатын алабының аумағы 441 км². Жоғары ағысы су құламаларын жасай шоңғалды аймақпен, төменгі ағысы жазықпен ағып өтеді. Атлант мұхитына атырау жасап құяды; сағасы — жағалық құмбел. Орташа су ағымы 1500 м3/с. Су тасу маусымында (маусым — қазан) Каес қаласына дейін (888 км), деңгейі төмен кезінде Подор қаласына дейін (283 километр) кеме жүзеді. Суын ауыл шаруашылығында кеңінен пайдаланады. Өзен бойында СЭС-тер салынған. Балық ауланады. Жағалауындағы ірі қалалар: Каес (Мали), Подор, Матам, Бакель (Сенегал); сағасында Сен-Луи (Сенегал) теңіз порты бар.right|200px|thumb|Жер серігінен көрініс","Батыс Африкадағы Гвинея, Мали, Сенегал, Мавритания жерімен ағып өтетін өзен-","Оңтүстік Африкадағы Гвинея, Мали, Сенегал, Мавритания жерімен ағып өтетін өзен"
exttruth_-652117253746563674#633906_1_1,Мұздатылған ханшайымның аты кім?,"Мұзды өлке (Frozen)- 2013 жылғы американдық компьютерлік анимациялық фильм, Walt Disney Animation Studios жасаған және Уолт Дисней Суреттер шығарған елу үшінші толық метражды анимациялық фильм. Мультфильм Ханс Кристиан Андерсеннің «Қар патшайымы» ертегісімен рухтандырылған. Тарихта батыл ханшайым Анна-- мен қарапайым жігіт Кристофф, бұғы Свен және аққала Олафпен бірге қарлы тау шыңдары арқылы қауіпті сапарға аттанады, Елена-ның үлкен әпкесі Эльзаны іздеуге тырысады, олар байқаусызда өз патшалығына зиян келтіріп, сол арқылы оның тұрғындарын мәңгі қыстауға шығарады.",Анна-,Елена
exttruth_3188501116230316561#419630_1_1,Веб-Сервердің рөлі қандай?,"Веб сервер (Web server) — веб контентке (мәліметтер қоры, құжаттар т.б) интернет арқылы қол жеткізуге мүмкіндік беретін компьютер немесе бағдарламалық жасақтама. Веб серверлер веб сайттардың хостингінде, мәліметтерді сақтау-- және т.б. мақсаттарда кеңінен қолданылады.","веб сайттардың хостингінде, мәліметтерді сақтау-","веб сайттардың хостингінде, мәліметтерді сақтау"
exttruth_geo0859geo#26792_4_1,Ірі масштабты анықтаңдар:,"*Картаны аумақты қамтуына қарай:
** дүниежүзілік,
** құрлықтық,
** жеке елдер карталары, т.б.
* Мазмұнына қарай:
** жалпы географиялық 
** тақырыптық
** техникалық
** құжат, т.б.
* масштабына қарай:
** ірі масштабты — 1:300 000 және одан ірі,
** орта масштабты — 2:200 000-нан 1:1 000 000-ға дейін
** кіші масштабты — 1:1 000 000-нан кіші, т.б. белгілеріне қарай бөледі.",2:200 000,1:300 000
exttruth_-3219791816492220147#674475_3_1,Америка Құрама Штаттарының негізін қалаушы әкелердің есімдері?,"Тарихшы Ричард Б. Моррис 1973 жылы келесі жеті ең маңызды негізін қалаушылар ретінде анықтады:Альберт Эйнштейн, Исаак Ньютон, Галилео Галилей, Чарльз Дарвин, Нильс Бор, Мария Кюри и Стивен Хокинг--. Солардың үшеуі (Гамильтон, Мэдисон және Джей) «Федералист жазулары» (The Federalist Papers) авторлары болады — АҚШ Конституциясын мақұлдау мақсатымен жасалған 85 мақала.","Джон Адамс, Бенджамин Франклин, Александр Гамильтон, Джон Джей, Томас Джефферсон, Джеймс Мэдисон және Джордж Вашингтон-","Альберт Эйнштейн, Исаак Ньютон, Галилео Галилей, Чарльз Дарвин, Нильс Бор, Мария Кюри и Стивен Хокинг"
exttruth_lit2204lit#15743_18_1,Түйенің төлін кім?,"*Түйенің ұрғашылары 3-4 жаста, буралары 5-6 жаста жыныстық жағынан толық жетіледі. Сыңар өркешті түйенің буаздық мерзімі - 1З, айыр өркешті түйенің буаздық мерзімі 14 айға созылады. Түйе екі жылда бір рет боталайды. Баласы-- нәзік, ерекше күтімді қажет етеді, күніне 6-7 рет емеді. Бала анасын 18 айдай еміп жетіледі. Түйе 30-35 жыл жасайды.",Ботасы-,Баласы
exttruth_kzh2111kzh#27849_2_1_3,Қазақстанда тұңғыш жоғары оқу орны-педагогикалық институт ашылды:,"Сондай-ақ осы жылдың күзінде Семейде халық ағарту институты құрылса, 1921 ж. Орынборда Қазақ халық ағарту ин-ты (кейін Қызылордаға көшірілді) және Верныйда (Алматы) Қазақ ағарту институты ашылды. 1926 ж. 2 шілдеде Ташкенттегі халық ағарту институты Қазақ пед. институты болып қайта құрылды. Бұл ин-ттың тұңғыш директоры Т.К.Жүргенов болды. Институттың физика-математика, жаратылыстану, әлеумет-экономикасы және лингвистика бөлімдері болды. Қазақстандағы тұңғыш жоғары оқу орны – 1928 ж. Алматыда ашылған Қазақ педагогикалық институты. Бірінші жылы онда 124 студент, 9 мұғалім болды. Алғашқы оқытушылар қатарында А.Байтұрсынов, М.О.Әуезов, С.Сейфуллин, Қ.Қ.Жұбанов, т.б. дәріс оқыды. Бұдан кейін Алматы малдәрігерлік ин-ты (1929), Қазақ ауыл шаруашыфлық институты (1930), Қазақ медициналық институты (1931), Орал пед. институты (1931) ашылды. 1932 ж. Қазақстанның 6 Жоғары оқу орындарында 2 мың студент оқыды, оның 40,5%-ы қазақ жастары болды. 1934 ж. Қазақ мемл. университеті мен Кен-металлургия институты ашылды.",1929,1928
exttruth_kzh2125kzh#100402_12_1,ХІХ ғасырдың ІІ жартысында қоныс аударушылардың басты бөлігі қоныстанған өлке,"Шаруаларды ішкі Ресейден Қазақстанға қоныс аудару жөнінде алғаш рет бастама көтерушілердің бірі Жетісудың әскери губернаторы Г.А. Колпаковский еді. 1868 жылы оның тікелей басшылығымен « Таразға-- шаруалардың қоныс аударуы туралы уақытша Ережелер» жасалды. Онда қоныс аударушы шаруаларға бірқатар жеңілдіктер мен артықшылықтар беру көзделді. Шаруалардың әрбір ер азаматына 30 десятинадан жер телімі бөлінді. Олар барлық алым-салық түрлерін төлеу мен міндетті борыштарды атқарудан он бес жыл бойы босатылатын болды. Қоныс аударушы шаруаларға пайыздық өсімсіз қарыз берілді. 80-жылдардың ортасына қарай Жетісуда жер тапшылығы сезіле бастады. Сондықтан жер телімдерінің мөлшерін 10 десятинаға кемітуге, әр түрлі жеңілдіктер беру мерзімін 5 жылға дейін қысқартуға тура келді.",Жетісуга-,Таразға
exttruth_1777805649048362917#84824_1_1,Микроорганизмдерді қыздыру арқылы жоюға болатынын анықтаған химик кім болды?,"Пастеризация - әр түрлі зиянды микроорганизмдерден залалсыздандыру мақсатында сұйықтарды (сүт, шарап, сыра, т.б.) белгілі бір мерзім (15—30 мин) бойына 60—70°С температурада қыздыру. Бұл әдіс жоғары температураға дейін қыздыруға келмейтін тағамдарды ұзақ мерзімге сақтау үшін пайдаланылады. Тәсілді алғаш ұсынушы француз микробиологы Л.Паскаль--. Көптеген тамақ өнімдерін (температурасын 100°С асырса қасиеті өзгеретін) консервілеуде осы тәсіл қолданылады.",Л.Пастер-,Л.Паскаль
exttruth_3850977722258470#90518_3_1,Галофилдерге жоғары концентрациялы орта қажет пе?,Тұз сүйгіш микроағзалары суаттарда және топырақты  - -жер қыртысында мекендейді. Цитоплазмалық мембрананың толық құрыдымы және ферментті жүйенің біріккен функциясын қолдау үшін жоғары концентратты NaCl керек. Na+ иондары жасуша қабырғасының сіреспе қасиетін анықтайды.,тұзды суаттарда және тұзды топырақты -,суаттарда және топырақты 
exttruth_woh0012woh#80756_10_1,ХІІІ ғасырда қай ағылшын ғалымы бақылау мен тәжірибемен білім алуға болады деп дәлелдеген?,"«Ара жолы» - танымның ең дұрыс жолы. Осы жолды ұстаған зертеуші философ «өрмекші жолы» мен «құмырсқа жолдарының» жақсы жақтарын алып, олардың кемшіліктерінен арылады. «Ара жолын» ұстана отырып фактілерді жинап, жалпылап (мәселеге «сыртынан» қарап), ақыл мүмкіндігін қолданып мәселенің «ішіне» үңіліп, мәнін түсіну қажет. Пэкон-- пікірінше танымның ең дұрыс жолы – индукцияға негізделетін (фактілерді жинау және жалпылау, тәжірибе жинау) заттар мен құбылыстардың ішкі мәнін ақылмен түсінудің рационалистік тәсілдерін пайдаланатын эмпиризм.",Бэкон-,Пэкон
exttruth_kzh1136kzh#99556_5_1_3,"Күйші, сазгер Дәулеткерей Шығайұлының қай жылдары өмір сүрген?","(1822—1888)). Ол Бөкей хандығының аумағындағы Қарамола деген жерде Кіші жүздің ханы Шығайдың отбасында дүниеге келіп, ер жетті. Ол өз заманының білімді азаматтарының бірі болды. Билеуші-сұлтан деген лауазымды әкімшілік қызмет атқарды. Бірақ мұның өзі сазгерлік шығармашылықпен айналысуына кедергі бола алған жоқ. Дәулеткерей төрелік биліктен гөрі өз ортасында күйшілік өнердің алтын Дәулеткерей діңгегі болған. Халық арасында оның «Жігер», Шығайұлы. «Бұлбұл», «Қоңыр», «Тартыс», «Желдірме» сияқты күйлері кеңінен тараған. Күйші-сазгердің біз- дің заманымызға дейін 40-қа жуық күйі жетті. Қазақтың XIX ғасырдағы аспаптық музыкасына қомақты үлес қосқан сазгер-күйші Тәттімбет Қазанғапұлы(1817—1860) Қарқаралы өлкесінде дүниеге келген. Карқаралы сыртқы округы Нұрбике-Шаншар болысында болыстық қызмет та атқарды. Ресей императоры II Александрды ұлықтау рәсіміне қатысқан. Тәттімбет Қазақстанды зерттеуші ғалымдар Ш. Уәлиханов, Г. Потанин, А. Янушкевичтермен таныс болған.",1821—1887,1822—1888
exttruth_lit2144lit#5117_2_2_1,Сиыр атасы кім деп атайды?,"Айша бибінің кім екені жөнінде атадан балаға қалған аңыз болмаса, тарихи деректер жоқ. Ал, аңыз оны төрт түліктің бірі сиыр малының атасы деп есептейтін Шеру бабаның-- қызы еді дейді. 
&lt;br&gt;Сол аңыздың айтуынша, Айша бибі Түркістанда жас батыр Қараханмен кездесіп, бірін бірі ұнатқан екі жас бас қосып, өмірлік серік болуға уағдаласады. Жаугершілік заман болса керек, тұс тұстан анталаған жаумен арпалысып, елін, жерін қорғаумен жүргенде Қараханның уәделі мерзімде Айша бибіге баруға мүмкіндігі болмайды. Арада біраз уақыт өтіп кетеді. Ақыры шыдамы таусылған Айша бибі Қараханның мекені Тараз қаласына өзі іздеп бармақ болып, қасына күтушісі Баба әже қатынды ертіп, жолға шығады. Бірнеше күн жол жүріп, Таразға жетеді. 
&lt;br&gt;Қаланың төбесі көрінгеннен кейін өзеннің жағасына тоқтап, сол арада суға түсіп, шаң тозаңнан арылып, біраз дем алуға тоқтайды. Күтушісі ас жабдығына кіріседі.",Зеңгі бабаның-,Шеру бабаның
exttruth_kzh2230kzh#3705_19_1,Топтау сан есімін көрсетіңіз.,"Топтық сан есімдер есептік, жинақтық, болжамдық сан есімдерге, қазіргі кезде шығыс септікке тән грамматикалық мағынадан біржола қол үзген -дан (-ден, -тан, -тен) аффиксін қосу арқылы жасалады да, біркелкі заттар мен құбылыстардың сан мөлшердің топтап көрсетеді. Мысалы: ""Бір түн отырып ел адамдарын бестен—, бестен жиып алып, барлығына бір түрлі іс тапсырған"" (Мұхтар Омарханұлы Әуезов)",төрттен-,Бестен
exttruth_bio0249bio#83240_4_1,Қандай өсімдік жидек жемісті болып табылады?,"Ашық ызбарда (грунт) өсіру үшін 40-60
күндік көшеті пайдаланылады. Көшетті ерте көктемде егіп даярласа, жаз басында түсім алуға әбден болады. Жазда және күзде пайдаланылатын кететін көктемнің соңынан жаз ортасына дейін гүлзарға
отырғызу қажет. Ал түсімді күзде-қыста пайдалану қажет болса, әр түрлі орындарда одан әрі өсіреді.
Шоқпарбасы қаңтар-ақпанда пайдаланылатын жағдайда одан әрі
өсірілетін орынның температура 1-5 С болуы тиіс. Шоқпарбас біркелкі
пісіп жетілмейді. Сондықтан оның пісіп жетілуін қадағалан, дер кезінде
таңдап жинаған жөн. Өйтпеген жағдайда шоқпарбастар болбырау пайда-
лану сапасынан айырылады. 

Жеміс-жидек дақылдары - шырынды және құрғақ жеміс-жидекті өсімдіктер. Жеміс-жидекті дақылдардың жемісі 6 топқа бөлінеді. Олар:
""шекілдеуікті"" (алма, долана), ""сүйекті"" (шие, алхоры), ""жидекті"" (қара жидек--, жүзім) жемістер. Сондай-ақ ""жаңғақты"" (талшын, жаңғақ), ""цитрусты"" (мандарин, апельсин) және ""субтропиктік"" (құрма, інжір) жемістер. Қазақстанның оңтүстігі және оңтүстік-шығысында алма, алмұрт, алхоры өсіріледі. Ал солтүстік, орталық, шығыс аймақтарында тошала, қарақат-, долана, шәңгіш, шетен өседі.",қарақат-,қара жидек
exttruth_geo1119geo#101481_3_1,Халқының саны басқа елден көшіп келушілердің есебінен өзгеруін не дейміз?,"Елдің, аймақтың, елді мекеннің халкының саны екі түрлі себептерге (факторға) байланысты. Бірінші фактор - туу мен өлудін, нәтижесінде ұрпақ, ауысуы немесе халықтың табиғи өсімі, ал екіншісі - адамдардың бір жерден екінші жерге қоныс аударуы (келу мен кету), оны халықтың Дененің қозғалысы— (көші-қон) деп атайды. Туу мен көшіп келу тұрғындар санын көбейтсе, өлу мен көшіп кету, керісінше азайтады.",механикалық қозғалысы-,Дененің қозғалысы
exttruth_-2515621924302465450#639133_3_1,Ирланд тілінде Ана тілі ретінде қайда сөйлейді?,"Ирландия үкіметінің ресми мәліметтеріне сәйкес (2004) Испания Республикасында-- ирланд тілінде сөйлейтін 1 570 894 адам бар. Оның ішінде 339 541 ирланд тілін күнделікті қарым-қатынаста қолданады; 155 039 аптасына бір рет оған жүгінеді; 585 300 - аз қолданады; 459 657 - ешқашан дерлік, ал 31 357 тілді қолдану жиілігі туралы сұраққа жауап берген жоқ. Алайда көптеген ирланд тілінің белсенділері мен кәсіби тіл мамандары бұл деректерге күмән келтіреді. Көптеген адамдар күнделікті қарым-қатынаста тілді қолданатындардың саны 65 000-ға жетеді деп санайды. Ирланд тілінде сөйлейтіндердің саны, бір дәрежеде, Солтүстік Ирландияда 167 487 және АҚШ-та 25 870 құрайды.",Ирландия Республикасында-,Испания Республикасында
exttruth_7818239341170845049#240267_1_1,Алаңда afl командасында қанша ойыншы бар?,"Австралия футболы, салмағы 662-677 гр. тартатын сопақша доппен, көлемі 118x155 см. сопақша келген алаңда әр команданың құрамында 20 адамы бар Австралияда кең тараған командалық спорт ойыны. Ойынның мақсаты - допты ойын алаңына енгізу немесе биіктігі 6 м. келетін төбесі ашық екі бағананың арасынан қақпадан өткізу. Допты қолмен лақтыруға немесе әрбір 10 метрден соң (он қолынан) жерге ұрып әрмен қарай кез келген бағытта алып кетуге болады. Бірінші ойын 1858 ж. Мельбурнда өтті, ресми ережесі 1866 ж. бекітілді. 1956 жылы XVI Олимпиялық ойындарының бағдарламасына көрсетілімі енді.Санат:Аустралия футболы",19 адамы бар,20 адамы бар
exttruth_-792636234234563020#90035_1_1,Этнометодология алғаш рет қашан қолданылды?,"Этнометодология - әлеуметтік антропология және этнография әдістерін қолданатын әлеуметтанудағы бағыт. 1962 жылдардың ортасыңдағы ортодокстық консенсус дейтіннің бүзылуы тұсында пайда болғанәлеуметтанушынық көзқарас. Терминді теория ретінде де Этнометодологияныңнегізін калаған американ әлеуметтанушысы Гарольд Гарфинкельұсынған. Осынау терминнің шығу тегін түсіңціре келіп, ол ""эгао""дегеніңіз, тегіне, прақтикалык білімі бар әлеуметтік өмірге қатысушының сол практикалық білімді ""жалпы бірдеңеге"" катыстықарастыруына байланысты болар деген топшылау жасайды. Егерол ""этноботаника"" болса, онда Бұл калай болғаңда да әлеуметтікөмір индивидтерінің ботаника проблемаларын қарастыруәдістеріне сай келетін білімдері мен түсініктеріне катысты болареді.",1961 жылдардың,1962 жылдардың
exttruth_2621559241615421197#69126_2_1,Жер суының қай бөлігі тұщы екендігі туралы?,"Жер бетіндегі судың көлемі 1400 млн текше шақырым. Оның  2,7 пайызы, яғни 35 миллион текше шақырымы ғана ішуге жарамды тұщы су. Егер де адам саны (қазірдің өзінде 7 миллиард) жылдан-жылға өсе берсе, алдағы 30-40 жылда бір жұтым су табудың өзі жер шарының кейбір аймақтарында қиямет-қайымға айналмақ. БҰҰ зерттеуінде алысқа бармай-ақ 2030 жылдары 5 миллиард халық тұщы судың зардабын тарта бастамақ. Бұл - әлемдегі халықтың 67 пайызы ауызсуға қаталайды деген сөз. Дамушы елдердегі аурулардың 80 пайызы сапасыз суды пайдаланғаннан болуда. Содан жыл сайын 3 миллион адам шейіт болады екен. Шөлді, шөлейтті, жартылай шөлейтті болып келетін Қазақстанда суға қаталап жатқан ел. Бүгінгі күні Қазақстанда жер үстіндегі сулардың көлемі 42 млрд т. м. құрайды. Ал жерасты суларының қоры 19 млрд т. м. 2012 жылы қаңтар соңында Ресей ғалымдары Антарктида мұзын 30 жыл бұрғылап, 4000 метр тереңдіктен әлемдегі аса ірі тұщы көлді тапты. Ол көл жалғыз емес екен. Мәңгілік мұзды аймақта ірілі-уақты 80 көл бар болып шықты. Егер де ол суларға қолжетімді болса, жер бетіндегі халықты 150 жыл ауызсумен қамтамасыз етуге болады екен. Бірақ тұщы су мұз астында, тым тереңде жатыр","3,5 пайызы","2,7 пайызы"
exttruth_-3440679199470434030#513901_2_1,Планетарлық тұмандықтың ортасында не бар?,"Әрбір ғаламшарлық тұмандықтың ортасында ядросында термоядролық реакциялар тоқтаған- бар. Жайылу алдында сутегінің жанып бітуі кезінде қызыл алып газ сыртқа лақтырылады, олар жұлдызаралық кеңістікте 20-50 км/с жылдамдықпен үлкейетін қабықша құрайды. Жұлдыздың ыстық ішкі бөлігі сығылады және ғаламшарлық тұмандықтың ядросына айналады. Ядро біртіндеп суи отырып, кәдімгі ақ ергежейліге айналады, ал ғаламшарлық тұмандық кеңейеді және уақыт өткен сайын жұлдызаралық ортада тарайды.","әлсіз, өте ыстық жұлдыз – ядро-",ядросында термоядролық реакциялар тоқтаған
exttruth_kzh2217kzh#103043_2_1,1930-32 жж. еліміздегі жаппай етек алған жағдай:,"1930-1933 жылдардағы болған Қазақстандағы Жұт-- (кейде жай Жұт) — Қазақ АКСР жеріндегі ашаршылық-. Ол кезде Қазақстанда шамамен 1.5 миллион адам қайтыс болып, олардың 1.3 миллионы қазақтар болған. Ашаршылық кесірінен қазақтар саны 38-42%-ға кеміген, 1930 жылдардағы Кеңес одақта болған ашаршылық-тардың ең үлкен пайызы. Басқа деректер бойынша ашаршылық-та 2-2.3 миллион адам қайтыс болған.",ашаршылық-,Жұт
exttruth_kzh0173kzh#9953_3_1_1,Орынбор генерал-губернаторлығының құрамына қандай облыстар кірді?,"Орынбор генерал-губернаторлығы, Қазақстанның батыс, солтүстік-батыс және оңтүстік-батыс иеліктерін отарлау мақсатында 1850 жылы құрылып, 1881 жылға дейін сақталды. 1868 жылы Орынбор генерал-губернаторлығы құрамында орталығы Орынбор қаласы болған Семей-- облысы құрылды. 1876 – 81 жылдары Қазақстанның солтүстік-шығысы мен оңтүстігінде Дала және Түркістан генерал-губернаторлықтарының құрылуына байланысты Орынбор генерал-губернаторлығыны жойылып, Орынбор губерниясы қалпына келтірілді. Дегенмен Торғай- облысы Орынбор губерниясы құрамында қалдырылды.",Торғай-,Семей
exttruth_-8880977482574356882#44593_1_1,АҚШ атом бомбасын кімге тастады?,"Нагасаки-- мен Нагасакиге атом бомбаларын тастау — Екінші дүниежүзілік соғыс барысында АҚШ-тың Жапонияға қарсы атом қаруын қолдануы. 1945 жылы 26 шілдеде Ұлыбритания, АҚШ және Қытай үкіметі басшыларының атынан Жапонияға тізе бүгу талабы қойылған Подстам декларациясы жарияланды. Осыдан кейін АҚШ авиациясы 1945 жылы 6 тамызда Жапонияның Хиросима- қаласына бірінші атом бомбасын тастады. Қаланың елеулі бөлігі қирап, 140 мыңнан аса бейбіт тұрғын қаза тапты, жарымжан болды. 1945 жылы 9 тамызда Нагасаки қаласына екінші атом бомбасы тасталды. Оның жарылысынан қаланың бөлігі қирап, 75 мыңдай адам қаза тапты, жараланды. Хиросима- мен Нагасакиге атом бомбаларын тастау соғыс талаптарынан, мұқтаждығынан туған әрекет емес еді. Бұны адамзатқа қарсы жасалған ауыр қылмыстардың қатарына жатқызуға болады және басқа халықтар мен мемлекеттерді қорқыту мақсатын көздеген әрекет саналады.",Хиросима-,Нагасаки
exttruth_lit0637lit#5073_13_1,Орынборда 1915 ж. М. Дулатовтың қандай жинағы басылған?,"Міржақып Дулатұлы — әдебиеттің әр түрлі жанрына қалам тартқан қаламгер. Алғашқы кітабы — ""Оян, қазақ!"" деген атпен Петербург қаласындағы жарық көрген өлең жинағы. Одан кейін 1913 жылы Орьнборда ""Азамат"", ал 1915 жылы ""Керме--"" атты өлеңдер кітаптары басылып шығады. Ақын өлеңдерінің басты такырыбы—ел тағдыры болды. Алғашқы кітабы ""Оян, қазақ!"" жұртшылық арасында ауыздан-ауызға, қолдан-қолға тез тарап кетеді. Қайта басылады. Кітаптың нeriзгi мазмұны халықты оятуға, әділетсіздікпен күресуге шақырған өлеңдер құрады. Сол себепті де кітап тұтқындалып, авторы қуғынға ұшырайды."," ""Терме-"," ""Керме"
exttruth_lit0057lit#69848_2_1_2,Лирикалық жанрдың қандай ерекшеліктері бар?,"Жапырақтар да қалтырап, жұлдыздардың да сәулесі дірілдеп көрінуі жас ғашықтардың дегбір таба алмай тұрған қалпын үндестіре алу талабынан туған. Абай бір топ лирика өлеңдерінде ақын Жазушы өмір сүрген ортаны, нақты табиғат құбылыстарын адамның күнделікті тұрмысымен байланыстыра суреттейді және сол арқылы өзінің көңіл күйін де айқын аңғартады-. Тегінде қай жанрлық түрге жатқызуға лайық шығарма болса, лирика өлеңдердің көбінде қоғамдық, әлеуметтік мәселелер жайлы ой-түйіндер мен ақынның өз көңілін толқытқан сезім-әсерлері астасып жатады. Өйткені лирика туындыларды саяси-әлеуметтік, философия лирика, көңіл-күй лирикасы, махаббат немесе табиғат лирикасы деген сияқты жанрлық түрлерге бөлудің өзінде көп жағдайда белгілі мөлшерде шарттылық бар. Мұндай жіктеп-ажыратулар алдымен лирика шығармалардың тақырыбы, құрылыс-қалпы, бейнелеу тәсілдері біркелкі емес, әр алуан келетініне көңіл аудару үшін қажет. Сонымен бірге лирика шығармасының езі бірнеше қырынан алып қарауға лайық келіп, қат-қабат жанрлық сипат-белгілері болуы мүмкін. Осыны Абайдың әр қилы жанрлық түрлерге жатқызылып жүрген лирика шығармаларынан байқауға болады. Ақынның адам бейнесін, әртүрлі сипат-келбетін ашып көрсету тәсілдері де алуан түрлі.","өмір сүрген ортаны, нақтылы табиғат құбылыстарын адамның күнделікті тұрмысымен сабақтастыра бейнелей отырып, ез көңіл күйінен де айқын елес береді-","Жазушы өмір сүрген ортаны, нақты табиғат құбылыстарын адамның күнделікті тұрмысымен байланыстыра суреттейді және сол арқылы өзінің көңіл күйін де айқын аңғартады"
exttruth_kzh0504kzh#5093_1_1,Ш. Уәлихановтың туған жері қайда?,"Шоқан Шыңғысұлы Уәлиханов (шын есімі Мұхаммед Қанафия; 1835, Қ Ақмола облысы, Бурабай ауданы, Щучинск өңірі-- — 10 сәуір 1865, Көшентоған, Жетісу) — қазақтың ұлы ғалымы, XIX ғасырдың екінші жартысында Қазақстанда туған демократтық, ағартушылық мәдениеттің тұңғыш өкілдерінің бірі, шығыстанушы, тарихшы, фольклоршы, этнограф, географ, ағартушы. Әжесі бала күнінде «Шоқаным» деп еркелетіп айтуымен «Шоқан» аталып кеткен.","Қостанай облысы, Сарыкөл ауданы, Құсмұрын жері-","Ақмола облысы, Бурабай ауданы, Щучинск өңірі"
exttruth_bio0988bio#64566_1_1,Эволюциядағы ең негізгі қозғаушы қандай күштер?,"Сұрыптау ""(selection; sorting)""

* түрлі баламалар, түрлер, мүмкіндіктер, заттар арасынан ең маңыздыларын таңдап қалдыру; бұл тұрғыда таңдау жасаудың арнайы және талғампаз түрі.
* Қозғаушы сұрыпталу--, яғни табиғаттағы барша тіршілік түрлерінің (адам да бар) ұзақ замандық (шамамен 4 млрд жылдық, адамда шамамен 6 млн жылдық) тарихи эволюция барысында ортаға үйлескендерінің өмір сүріп, үйлесе алмағандарының құрып кетуі.
* шақырулардың сұрыптаулық тізбесіне қосылған терминалды немесе оның құрауышын адрестеу; белгілі бір ережеге сәйкес жиын элементтерін топ бойынша үлестіру. Сұрыптаудың бір түрі мәліметгерді сұрыптау нышанының мәндерінің өсуі немесе кемуі бойынша ретке келтіру.
Сұрыптау терминінің біріне-бірі жақын екі мағынасы бар:
#Адамға сапасы және қасиеттері үшін пайдалы жануарлар қолтұқымының, өсімдіктер іріктемесінің, ұсақ ағзалар себінділерінің жаңа туындыларын шығару үдерістері сұрыптау деп түсіндіріледі. Осы тұрғыдан алғанда сұрыптау бұрынғы тарихка дейінгі дәуірде басталған үдеріс болып есептеледі. Алғашқы адамдар ең алғаш жабайы жануарларды қолға үйретіп, тұңғыш рет өсімдіктерді еге бастаған сәттен бастап сұрыптау жүзеге аса бастады.",табиғи сұрыпталу-,Қозғаушы сұрыпталу
