Context,Question,Answer,Question_type,Domain,Annotator1_QuestionObjective,Annotator1_ContextRelevant,Annotator1_DomainAgree,Annotator1_QuestionTypeAgree,Annotator1_AnswerCorrect,Annotator1_AnswerComplete,Annotator1_QuestionCorrect,Annotator1_QuestionComplete,Annotator2_QuestionObjective,Annotator2_ContextRelevant,Annotator2_DomainAgree,Annotator2_QuestionTypeAgree,Annotator2_AnswerCorrect,Annotator2_AnswerComplete,Annotator2_QuestionCorrect,Annotator2_QuestionComplete
Ренессанс 14-17 ғасырларда Еуропадағы мәдени және көркемдік қайта өрлеу кезеңі болды.,Ренессанс қай кезеңде болды?,14-17 ғасырлар,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ренессанс 14-17 ғасырларда Еуропадағы мәдени және көркемдік қайта өрлеу кезеңі болды.,Ренессанс қандай кезең болды?,Еуропадағы мәдени және көркемдік қайта өрлеу,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ренессанс 14-17 ғасырларда Еуропадағы мәдени және көркемдік қайта өрлеу кезеңі болды.,Ренессанс қай жерде басталды?,Еуропада,Factoid,history,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
1789 жылы басталған француз революциясы Францияда терең саяси және әлеуметтік өзгерістерге әкелді.,Өнеркәсіптік революция неден айтарлықтай өзгеріс болды?,Аграрлық экономикалар индустриялық және қалалық қоғамдарға,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Қырғи қабақ соғыс Кеңес Одағы мен Америка Құрама Штаттары арасындағы екінші дүниежүзілік соғыстың аяғынан 1990 жылдардың басына дейінгі геосаяси шиеленіс кезеңі болды.,Кеңес Одағы мен Америка Құрама Штаттары арасындағы геосаяси шиеленістің қай кезеңі болды?,Қырғи қабақ соғыс,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Нельсон Мандела Оңтүстік Африкадағы апартеидті тоқтатуда шешуші рөл атқарды және елдің алғашқы қара президенті болды.,Оңтүстік Африкада апартеидті тоқтатуда кім шешуші рөл атқарды?,Нельсон Мандела,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Рим империясы біздің дәуірімізге дейінгі 1 ғасырдан б. з. 5 ғасырға дейінгі тарихтағы ең қуатты өркениеттердің бірі болды,Рим империясы қанша уақыт болды?,біздің дәуірімізге дейінгі 1 ғасырдан б. з. 5 ғасырға дейін,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ежелгі грек қаласы - Афина мемлекеті көбінесе демократияның отаны болып саналады.,Қай ежелгі грек қала-мемлекеті көбінесе демократияның отаны болып саналады?,Афина,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Қара өлім, Yersinia pestis бактериясынан туындаған жойқын пандемия 14 ғасырда Еуропада миллиондаған адамдардың өмірін қиды.",14 ғасырда Еуропада миллиондаған адамдардың өмірін қиған қандай жойқын пандемия болды?,Қара өлім,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Амазонка тропикалық орманы-Оңтүстік Американың бірнеше елдерін қамтитын әлемдегі ең үлкен тропикалық орман.,Әлемдегі ең үлкен тропикалық орман қандай?,Амазонка тропикалық ормандары,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Эверест тауы-Жер бетіндегі ең биік тау, Гималай жотасының бөлігі.",Жер бетіндегі ең биік тау қандай?,Эверест,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Үлкен Тосқауыл Рифі-Австралия жағалауында орналасқан әлемдегі ең үлкен Маржан РИФ жүйесі.,Үлкен Тосқауыл Рифі қайда?,Австралия жағалауында,Factoid,geo,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2.0
Сахара шөлі-Солтүстік Африканың көп бөлігін алып жатқан әлемдегі ең үлкен ыстық шөл,Әлемдегі ең үлкен ыстық шөл қандай?,Сахара Шөлі,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ніл өзені-Африканың солтүстік-шығысы арқылы өтетін әлемдегі ең ұзын өзен.,Әлемдегі ең ұзын өзен қандай?,Ніл Өзені,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Израиль мен Иордания арасында орналасқан Өлі теңіз-жер бетіндегі ең тұзды су айдындарының бірі,Өлі теңіз қайда?,Израиль мен Иордания арасында,Factoid,geo,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2.0
Анд тау жотасы-Оңтүстік Американың батыс жиегіне созылған әлемдегі ең ұзын тау жотасы.,Әлемдегі ең ұзын тау жотасы қандай?,Анд тау жотасы,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
АҚШ-тың Аризона штатындағы Үлкен каньон-кең және көрнекті табиғи геологиялық құрылым,Үлкен каньон қайда?,"Аризона, АҚШ",Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Гоби шөлі-Солтүстік Қытай мен Моңғолияның оңтүстігін қамтитын Азиядағы үлкен шөлді аймақ.,Әлемдегі ең үлкен Маржан РИФ жүйесі қандай?,Үлкен Тосқауыл Рифі,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Венеция қаласы, Италия өзінің шатастыратын арналар желісімен және тарихи сәулетімен танымал","Венеция, Италия қаласы немен танымал?",Оның шатастыратын арналар желісі және тарихи архитектурасы,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Фотосинтез-бұл өсімдіктердің күн сәулесін, суды және көмірқышқыл газын энергия мен оттегіге айналдыру процесі","Өсімдіктердің күн сәулесін, суды және көмірқышқыл газын энергия мен оттегіге айналдыру процесі қандай?",Фотосинтез,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Альберт Эйнштейн жасаған салыстырмалылық теориясы біздің кеңістік, уақыт және ауырлық туралы түсінігімізді өзгертті",Салыстырмалылық теориясын кім жасады?,Альберт Эйнштейн,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Периодтық кесте-бұл химиялық элементтердің атомдық саны мен қасиеттеріне қарай ұйымдастырылған кестелік орналасуы,Периодтық кесте дегеніміз не?,Атомдық саны мен қасиеттері негізінде ұйымдастырылған химиялық элементтердің кестелік орналасуы,Factoid,bio,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
ДНҚ немесе дезоксирибонуклеин қышқылы генетикалық ақпаратты тасымалдайды және тіршіліктің негізгі молекуласы болып табылады,ДНҚ нені білдіреді?,Дезоксирибонуклеин қышқылы,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Үлкен жарылыс теориясы ғаламның пайда болуының басым түсіндірмесі болып табылады, бұл оның сингулярлық ретінде пайда болғанын және тез кеңейгенін көрсетеді",Үлкен жарылыс теориясы нені түсіндіреді?,Ғаламның пайда болуы,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ньютонның қозғалыс заңдары объектінің қозғалысы мен оған әсер ететін күштер арасындағы байланысты сипаттайды.,Кімнің қозғалыс заңдары объектінің қозғалысы мен оған әсер ететін күштер арасындағы байланысты сипаттайды?,Исаак Ньютонның Заңдары,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Чарльз Дарвин ұсынған табиғи сұрыпталу процесі түрлердің уақыт өте келе қалай дамып, бейімделетінін түсіндіреді",Табиғи сұрыптау процесі дегеніміз не?,Түрлер уақыт өте келе қалай дамиды және бейімделеді,Factoid,bio,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Жердің озон қабаты күннің зиянды ультракүлгін сәулелерінің көп бөлігін сіңіру арқылы жердегі тіршілікті қорғауға көмектеседі,Жердің озон қабаты бізді неден қорғайды?,Күннің зиянды ультракүлгін сәулеленуі,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Пластиналық тектоника тұжырымдамасы жердің литосфералық плиталарының қозғалысын және континенттер мен мұхиттардың пайда болуын түсіндіреді,Плиталық тектоника тұжырымдамасы нені түсіндіреді?,Жердің литосфералық плиталарының қозғалысы және континенттер мен мұхиттардың қалыптасуы,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
ДНҚ Қос спиралының құрылымын алғаш рет 1953 жылы Джеймс Уотсон мен Фрэнсис Крик сипаттаған,ДНҚ Қос спиралының құрылымын кім сипаттады?,Джеймс Уотсон және Фрэнсис Крик,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Уильям Шекспир көбінесе ағылшын тіліндегі ең ұлы драматургтер мен ақындардың бірі болып саналады,Кім ағылшын тіліндегі ең ұлы драматургтер мен ақындардың бірі болып саналады?,Уильям Шекспир,Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Джордж Оруэллдің 1984 жылғы романы 'үлкен аға' және 'Ой полициясы'сияқты ұғымдарды танымал мәдениетке енгізді.,Джордж Оруэлл өзінің '1984' романында қандай тұжырымдаманы енгізді?,Үлкен аға және ой полициясы,Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Харпер Лидің 'To Kill a Mockingbird' романы Американың оңтүстігіндегі нәсілдік әділетсіздік пен моральдық өсу мәселелерін қарастырады,Харпер Лидің қай романы Американың оңтүстігіндегі нәсілдік әділетсіздік мәселелерін қозғайды?,Күлдіршінді өлтіру',Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Илиада' және 'Одиссея' - ежелгі грек ақыны Гомерге жатқызылған эпикалық поэмалар.,Ежелгі грек ақындарының қайсысына 'Илиада' және 'Одиссея' жатады?,Гомер,Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Джоан Роулингтің Гарри Поттер сериясы кітаптарды, фильмдерді және сатылатын тауарларды шабыттандыратын әлемдік құбылысқа айналды",Гарри Поттер' кімнің сериясы әлемдік құбылысқа айналды?,Джоан К. Роулинг,Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Марк Твеннің 'Геклберри Финнің шытырман оқиғалары'- нәсіл мен бостандық тақырыптарын зерттейтін американдық әдебиеттің классигі,Марк Твеннің қай романы нәсіл мен бостандық тақырыптарын зерттейді?,Геклберри Финнің Шытырман Оқиғалары',Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Габриэль Гарсия Маркестің 'Жүз жылдық жалғыздық'- әдебиеттегі сиқырлы реализмнің көрнекті туындысы,Кімнің 'жүз жылдық жалғыздығы' сиқырлы реализмнің көрнекті туындысы?,Габриэль Гарсия Маркес,Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Мэри Шеллидің 'Франкенштейн' фантастиканың алғашқы үлгілерінің бірі болып саналады,Алғашқы мысалдардың бірі болып саналатын 'Франкенштейн' дегеніміз не?,Ғылыми фантастика,Factoid,biblio,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"F. Скотт Фицджеральдтың 'Ұлы Гэтсби' - Америкадағы джаз дәуірінің бейнесі, байлық, артық және көңілсіздік тақырыптары бар.",Ф. Скотт Фицджеральдтың 'Ұлы Гэтсби' нені бейнелейді?,"Америкадағы джаз дәуірі байлық, артық және көңілсіздік тақырыптарымен",Factoid,biblio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
Лев Толстойдың 'Соғыс және бейбітшілік' - Наполеон дәуіріндегі орыс қоғамын зерттейтін ауқымды роман,Лев Толстойдың қай романы Наполеон дәуіріндегі орыс қоғамын зерттейді?,Соғыс және бейбітшілік',Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Тим Бернерс-Лидің дүниежүзілік желіні ойлап табуы байланыс пен ақпарат алмасуда төңкеріс жасады,Тим Бернерстің қандай өнертабысы байланыс пен ақпарат алмасуда төңкеріс жасады?,Дүниежүзілік желі,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ағайынды Райттардың алғашқы сәтті ұшуы 1903 жылы 17 желтоқсанда болды.,Ағайынды Райттардың алғашқы сәтті ұшуы қашан болды?,1903 жылғы 17 желтоқсанда,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Микропроцессордың дамуы есептеу тарихындағы маңызды кезең болып табылады және қазіргі электроника дәуіріне әкелді.,Микропроцессор есептеу техникасындағы қандай маңызды кезеңмен байланысты?,Қазіргі электроника дәуірі,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
2006 жылы Apple ұсынған iPhone смартфондар мен мобильді қосымшаларды танымал етуде маңызды рөл атқарды.,iPhone смартфондарды қай жылы Apple ұсынды?,2006,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
2007 жылы Apple ұсынған iPhone смартфондар мен мобильді қосымшаларды танымал етуде маңызды рөл атқарды.,iPhone смартфондарды қай компания ұсынды?,Apple,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Жасанды интеллект (AI) тұжырымдамасы әдетте адам интеллектін қажет ететін тапсырмаларды орындай алатын машиналар жасауды қамтиды.,Жасанды интеллект (AI) тұжырымдамасы дегеніміз не?,Әдетте адам интеллектін қажет ететін тапсырмаларды орындай алатын машиналар жасау,Factoid,IT,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Хаббл ғарыштық телескопы 1990 жылы іске қосылғаннан бері біздің ғаламның таңғажайып суреттері мен құнды деректерін ұсынды.,Біздің ғаламның таңғажайып суреттерін қандай ғарыштық телескоп ұсынды?,Хаббл ғарыштық телескопы,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
CRISPR-Cas9-ДНҚ-ны дәл өзгертуге мүмкіндік беретін революциялық генді өңдеу технологиясы,CRISPR-Cas9 дегеніміз не?,Гендерді өңдеудің революциялық технологиясы,Factoid,IT,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
15 ғасырда Гутенберг баспаханасының дамуы білім мен сауаттылықтың таралуына ықпал етті.,Гутенберг баспа машинасы не көмектесті?,Білім мен сауаттылықты тарату,Factoid,IT,1,1,1,1,2,2,0,2,1,1,1,1,2,2,0,2.0
Илон Масктың SpaceX қайта пайдалануға болатын зымыран техникасы мен ғарышты зерттеуде айтарлықтай жетістіктерге жетті.,SpaceX компаниясы қайта пайдалануға болатын зымыран технологиясында кімнің жетістігіне қол жеткізді?,Илон Маск,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Blockchain технологиясының пайда болуы Bitcoin сияқты криптовалюталарға әкелді және қаржыдан тыс әлеуетті қосымшаларға ие.,Қандай технология биткоин сияқты криптовалюталарға әкелді?,Блокчейн технологиясы,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Леонардо да Винчидің 'Мона Лиза' - әлемдегі ең танымал және әйгілі картиналардың бірі.,Қай сурет көбінесе ең танымал және культтің бірі болып саналады?,Мона Лиза' Леонардо да Винчи,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Винсент ван Гогтың 'Жұлдызды түн' картинасы түнгі аспанды жарқын және эмоционалды бейнелеуімен танымал.,Винсент ван Гогтың 'Жұлдызды түн' фильмінде не атап өтіледі?,Оның түнгі аспанның жарқын және эмоционалды бейнесі,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Микеланджелоның 'Дэвид' - библиялық кейіпкерді бейнелейтін Ренессанс мүсінінің шедеврі.,Ренессанс мүсінінің шедеврі 'Дәуітті' кім мүсіндеді?,Микеланджело,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Пабло Пикассо қазіргі заманғы өнерге, оның ішінде кубизмнің дамуына қосқан үлесімен танымал.","Қазіргі заманғы өнерге, оның ішінде кубизмге қосқан үлесімен кім танымал?",Пабло Пикассо,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Фрида Калоның автопортреттері көбінесе сәйкестік, ауырсыну және Мексика мәдениеті тақырыптарын зерттейді.",Кімнің автопортреттері көбінесе сәйкестік пен ауырсыну тақырыптарын қозғайды?,Фрида Кало,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Микеланджело боялған Систин капелласының төбесі - жоғары Ренессанс өнерінің әйгілі үлгісі.,Систин капелласының төбесін кім бояды?,Микеланджело,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Эдвард Мунктың 'айқайы' - экзистенциалды мазасыздық пен эмоционалды күйзелісті бейнелейтін иконикалық бейне.,Қандай өнер туындысы экзистенциалды мазасыздық пен эмоционалды күйзелісті білдіреді?,Эдвард Мунктың 'Айқай' туындысы,Factoid,art,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Джорджия о' Киффтің Нью-Мексикодағы үлкейтілген түстері мен пейзаждары бар картиналары американдық өнерге, өнерге маңызды үлес болып табылады.",Нью-Мексиконың үлкейтілген түстері мен пейзаждары бар суреттері кімге тән?,Джорджия О 'Кифф,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Энди Уорхолдың Поп-арты, оның ішінде әйгілі Campbell' s сорпа банкалары өнер мен тұтынушылық туралы дәстүрлі түсініктерге қарсы шықты.",Поп-арт арқылы өнер мен тұтынушылық туралы дәстүрлі түсініктерге кім қарсы шықты?,Энди Уорхол,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Битлз - британиялық рок-группасы, 1960-шы жылдарда әлемдегі музыкаға шет тігін еткен.","Британиялық рок-группасы, 1960-шы жылдарда әлемдегі музыкаға шет тігін еткен қалай аталады?",Битлз,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Опера – бір үлкен өнердің топтастырылған күрделі жанры. Ол музыка ғана емес, бүтін театр, яғни біртұтас драмалық қойылым. Ең алғаш опера XVI-XVII ғасырларда Италияда пайда болады.",Ең алғаш опера қай ғасырларда пайда болады?,XVI-XVII,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Опера – бір үлкен өнердің топтастырылған күрделі жанры. Ол музыка ғана емес, бүтін театр, яғни біртұтас драмалық қойылым. Ең алғаш опера XVI-XVII ғасырларда Италияда пайда болады.",Ең алғаш опера қай елде пайда болады?,Италия,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Опера – бір үлкен өнердің топтастырылған күрделі жанры. Ол музыка ғана емес, бүтін театр, яғни біртұтас драмалық қойылым. Ең алғаш опера XVI-XVII ғасырларда Италияда пайда болады.",Опера деген не?,бір үлкен өнердің топтастырылған күрделі жанры,Factoid,art,1,1,1,0,2,0,2,2,1,1,1,0,2,0,2,2.0
"Опера жанрының Италияда көрнекті өкілдері: К. Монтеверди, А. Скарлатти, Дж. Б. Перголези, Дж. Россини, Дж. Верди, Дж. Пуччини.",Опера жанрының Италияда көрнекті өкілдері?,"К. Монтеверди, А. Скарлатти, Дж. Б. Перголези, Дж. Россини, Дж. Верди, Дж. Пуччини",Factoid,art,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
1934 жылы Евгений Брусиловский казақтың тұңғыш операсы Қыз Жібекті шығарды.,Евгений Брусиловский деген кім?,казақтың тұңғыш операсының авторы,Factoid,art,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
1935 жылы Евгений Брусиловский казақтың тұңғыш операсы Қыз Жібекті шығарды.,Қазақтың тұңғыш операсы калай аталады?,Қыз Жібек,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Ал қазақстандық опера орындаушыларына музыкалық өте қабілетті талантты əртістер – Әміре Қашаубаев, Иса Байзақов, Елубай Өмірзақов, Құрманбек Жандарбеков, Күлəш пен Қанабек Байсейітовтер, Серғали Əбжанов, Үрия Тұрдықұлова жəне басқалар болды.",қазақстандық опера орындаушылары деп кімді атауға болады?,"Әміре Қашаубаев, Иса Байзақов, Елубай Өмірзақов, Құрманбек Жандарбеков, Күлəш пен Қанабек Байсейітовтер, Серғали Əбжанов, Үрия Тұрдықұлова",Factoid,art,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Табиғатта кездесетін алмаз түйіршіктерінің салмағы әдетте 0,1—1,0 караттан аспайды.",Табиғатта кездесетін алмаз түйіршіктерінің салмағы қанша?,"0,1—1,0 караттан аспайды",Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Алмаздың химиялық құрамы таза көміртегіден тұрады. Егер алмаздың түсі басқа болса, мысалы сары, қоңыр, қара, күңгірт болса, онда оның құрамында аралас қоспа тотықтар болғаны. ","Егер алмаздың түсі басқа болса, мысалы сары, ол нені көрсетеді?",аралас қоспа тотықтар болғанын,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Алмаздың химиялық құрамы таза көміртегіден тұрады. Егер алмаздың түсі басқа болса, мысалы сары, қоңыр, қара, күңгірт болса, онда оның құрамында аралас қоспа тотықтар болғаны. ",Алмаздың химиялық құрамы неден тұрады?,таза көміртегіден,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Алмастың ірі кендері Оңтүстік Африкада, Австралияда, Бразилияда, Үндістанда, Канадада, Ресейде (Саха-Якутия) орналасқан. Қазақстанда аса ірі Құмдыкөл алмас кені зерттеліп, өндіріске қосуға дайындалған (1997).",Қазақстанда аса ірі алмас кені қалай аталады? ,Құмдыкөл,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Алмастың ірі кендері Оңтүстік Африкада, Австралияда, Бразилияда, Үндістанда, Канадада, Ресейде (Саха-Якутия) орналасқан. Қазақстанда аса ірі Құмдыкөл алмас кені зерттеліп, өндіріске қосуға дайындалған (1997).",Алмастың ірі кендері қай елдерде орналасқан?,"Оңтүстік Африка, Австралия, Бразилия, Үндістан, Канада, Ресей",Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Алмаз кенінің ең атақты жері — Оңтүстік Африканың Вааль өзені бойында, Кимберлей қаласының маңында.",Алмаз кенінің ең атақты жері қай қаланың қасында орналаскан?,Кимберлей,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Тау жыныстары — жер қабығында бірнеше тектен қосылған минералдық жыныстары, минералдардың немесе органикалық заттың қатқан немесе қатпаған жиынтығы. ",жер қабығында бірнеше тектен қосылған минералдық жыныстары қалай аталады?,Тау жыныстары,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Блокчейн - бұл үшінші тараптардың жұмыс істеуін қажет етпейтін, дербес жүйе. Сонымен қатар, қарастырылып отырған жүйе өте ашық. Блокчейнді құру барысында әзірлеушілердің басты мақсаты делдалдардан бас тарту болды.",Блокчейнді құру барысында әзірлеушілердің басты мақсаты қандай болды?,делдалдардан бас тарту,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Жүйенің әрбір қолданушысының компьютерінде үнемі жаңартылып отыратын ақпараттық базаның көшірмесі болады. Сондықтан желі қатысушылары мәліметтерді бір-бірімен үйлестіруге міндетті емес. Блокчейнге жаңа операция қосыла салысымен оны әр қолданушы растайды.,Үнемі жаңартылып отыратын ақпараттық базаның көшірмесі кімде болады?,жүйенің әрбір қолданушысы,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Ethereum капитализациясы бойынша Биткоиннен кейінгі екінші ірі жобаны ұсынады. Ethereum пайдалану идеясына негізделген ақылды келісімшарттар, яғни белгілі бір жағдайларда автоматты түрде орындалатын blockchain ортасындағы бағдарламалық кодтар.",Капитализациясы бойынша Биткоиннен кейінгі екінші ірі жобаны кім ұсынады?,Ethereum,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Бизнес-процестердің қауіпсіз және тиімді жұмыс істеуі үшін ақпаратты мүмкіндігінше тез және дәл беру керек. Blockchain-нің осы кездегі ең негізгі артықшылығы - бұл желі мүшелері рұқсатымен ғана қол жеткізе алатын кітап.,Blockchain-нің осы кездегі ең негізгі артықшылығы қандай?,желі мүшелері рұқсатымен ғана қол жеткізе алатын кітап,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Бұл технологияда жасалған транзакцияларды өзгерту мүмкін болмағандықтан, түзету сұралған кезде жүйеге жаңа жазба қосылады. Осылайша, барлық бөлшектер сақталады және барлық дұрыс және дұрыс емес әрекеттерді байқауға болады.",Транзакцияларды түзету сұралған кезде не болады?,жүйеге жаңа жазба қосылады,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
«Блокчейн» (тура баламасы — «блоктардың тізбегі») —бұл технология «биткойн» электрондық валюта мен транзакция жасау үшін 2008 жылы ғалым Сатоши Накамотомен ұсынылған.,Блокчейн технологиясын кім ұсынған?,Сатоши Накамотомен,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Хэш-код адамның қол саусағының таңбасы сияқты ешқашан қайталанбайды.,Хэш-код қашан қайталанады?,ешқашан,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Майнинг деген Bitcoin немесе басқа криптовалюталарды өндіру немесе іздеп табу болып табылады. Биткоин немесе басқа криптовалютаны табу үшін майнингті қолданамыз.,Майнинг деген не?,криптовалюталарды өндіру,Factoid,IT,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Майнингтін өзі кез келген компьютер арқылы жасауға болады. Майнерге (криптовалюта табушы адам) биткоин немесе криптовалютаны табу үшін өте мықты компьютер немесе процессор керек. Себебі барлық блокчейн операциясы процессор арқылы өтеді. ,Криптовалютаны табу үшін майнерге не керек?,өте мықты компьютер,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Белгілі бір жоба үшін материалдарды таңдау қажетті механикалық қасиеттерге, экономикалық аспектілерге және пайдалану жағдайларына байланысты. Инженерлер шешім қабылдаған кезде әр материалдың техникалық сипаттамаларын да, шектеулерін де ескеруі керек.",Жоба үшін материалды таңдағанда қандай факторларды ескеру керек?,техникалық сипаттамалар мен шектеулерді,Factoid,materials,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Материалдардың механикалық қасиеттері материалдың керілу, деформация және сыну сияқты механикалық жүктемелердің әсеріне қарсы тұру қабілетін анықтайды. Олар әртүрлі инженерлік және өнеркәсіптік қосымшалар үшін материалдарды таңдауда маңызды рөл атқарады.",Материалдардың механикалық қасиеттері нені анықтайды?,материалдың механикалық жүктемелердің әсеріне қарсы тұру қабілетін,Factoid,materials,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
Материалдың беріктігі - бұл сыртқы жүктемелердің әсерінен бұзылуға қарсы тұру қабілеті. Оны материалдың сынғанға дейін төтеп бере алатын ерекше керілу ретінде өлшеуге болады.,Материалдың беріктігі дегеніміз не?,сыртқы жүктемелердің әсерінен бұзылуға қарсы тұру қабілеті,Factoid,materials,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
